Inst,citingDOI,CR,citedDOI,title,journal_book,date,issn1,issn1Type,issn2,issn2Type,isbn
Houston,10.14358/PERS.84.7.425,"Faure G., 1988, ISOTOPES PRINCIPLES",nan,nan,ISOTOPES PRINCIPLES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2019EA000583,"Fauve S., 2003, PEYRESQ LECT NONLINE, VII, P1",nan,nan,PEYRESQ LECT NONLINE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/swe.20070,"FAY RA, 1986, SOLAR WIND MAGNETOSP, P111",nan,nan,SOLAR WIND MAGNETOSP,nan,nan,nan,nan,nan,nan
UCLA,10.3390/rs11182163,"Fayne J.V., 2019, ABOVE AIRSWOT KA BAN, DOI [10.3334/ORNLDAAC/1655, DOI 10.3334/ORNLDAAC/1655]",10.3334/ORNLDAAC/1655,nan,ABOVE AIRSWOT KA BAN,nan,nan,nan,nan,nan,nan
UCLA,10.3390/rs11182163,"Fayne J.V., ENV RES LETT UNPUB",nan,nan,,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/amt-9-3893-2016,"Fayt C., 2001, WINDOAS 2 1 SOFTWARE",nan,nan,WINDOAS 2 1 SOFTWARE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.epsl.2012.10.010,"FECHTIG H, 1966, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-16-12305-2016,"FED, IMPROVE AER DAT FED",nan,nan,,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jvolgeores.2016.04.018,"Fedele J.J., 2007, EOS T AGU, V88",nan,nan,EOS T AGU,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1936-704X.2018.03287.x,"Federal Emergency Management Agency (FEMA), 2011, WHOL COMM APPR EM MA",nan,nan,WHOL COMM APPR EM MA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015SW001318,"Federal Energy Regulatory Commission, 2013, 779 FED EN REG COMM",nan,nan,779 FED EN REG COMM,nan,nan,nan,nan,nan,nan
Berkeley,10.1088/1748-9326/9/10/104020,"Federal Highway Administration, 2012, SMOOTHN",nan,nan,SMOOTHN,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"Federal Interagency FloocIplain Management Review Committee, 1994, SHAR CHALL FLOODPL M",nan,nan,SHAR CHALL FLOODPL M,nan,nan,nan,nan,nan,nan
Berkeley,10.1130/B31504.1,"Fedonkin Mikhail A., 2002, Smithsonian Contributions to Paleobiology, V94, P1",nan,nan,Smithsonian Contributions to Paleobiology,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/ggge.20059,"FEHN U, 2006, P OCEAN DRILLING PRO, V0204",nan,nan,P OCEAN DRILLING PRO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Fehsenfeld F.C., 1992, N ATLANTIC REGIONAL",nan,nan,N ATLANTIC REGIONAL,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.ancene.2015.10.001,"Fehsenfeld F.C., 1996, J GEOPHYS RES ATMOSP, V101",nan,nan,Journal of Geophysical Research: Atmospheres,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/978-1-4614-3103-9_4,"Feierabend J. S., 1987, STATUS REPORT OUR NA, P22",nan,nan,STATUS REPORT OUR NA,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agwat.2014.09.003,"Feigin A, 1991, ADV SERIES AGR SCI, V17",nan,nan,ADV SERIES AGR SCI,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/hess-18-4467-2014,"Fekete B. M., 1999, 22 GRDC",nan,nan,22 GRDC,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1936-704X.2018.03287.x,"Feldstein L., 2004, BETTER TOGETHER REST",nan,nan,BETTER TOGETHER REST,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2019GL082789,"Feldstein Y.I., 1963, GEOMAGN AERON, V3, P183",nan,nan,GEOMAGN AERON,nan,nan,nan,nan,nan,nan
Berkeley,10.3390/rs9070702,"Feliciano E., 2014, WETLANDS, P34",nan,nan,WETLANDS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JCLI-D-10-05028.1,"FELS SB, 1985, ADV GEOPHYS, V28, P277",nan,nan,ADV GEOPHYS,nan,nan,nan,nan,nan,nan
UCLA,10.1785/0120100001,"Felzer K. R., 2008, 20071437I US GEOL SU",nan,nan,20071437I US GEOL SU,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"FEMA, 1997, FEMA 273 NEHRP GUID",nan,nan,FEMA 273 NEHRP GUID,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"FEMA, 1997, FEMA 274 NEHRP COMM",nan,nan,FEMA 274 NEHRP COMM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2017.07.009,"FEMA, 2000, TECH REP",nan,nan,TECH REP,nan,nan,nan,nan,nan,nan
UCLA,10.1080/13632469.2017.1342291,"FEMA, 2003, HAZUS MH MR4 TECHN M",nan,nan,HAZUS MH MR4 TECHN M,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s10518-018-0321-0,"FEMA, 2003, MULT LOSS EST METH E",nan,nan,MULT LOSS EST METH E,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FEMINELLA JW, 1989, HOLARCTIC ECOL, V12, P1",nan,nan,HOLARCTIC ECOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2009GL041735,"Fendell F.E., 2001, FOREST FIRES BEHAV E, P171",nan,nan,FOREST FIRES BEHAV E,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/maps.12936,"Feng L., 2012, 43 LUN PLAN SCI C",nan,nan,43 LUN PLAN SCI C,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/joc.3609,"Feng S., 1998, CHINESE SCI BULL, V43, P633",nan,nan,CHINESE SCI BULL,nan,nan,nan,nan,nan,nan
UCLA,10.1130/L640.1,"FENG Y, 1996, TECTONICS OROGENY QI",nan,nan,TECTONICS OROGENY QI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2015GL063737,"Feng Z., 2014, ENVIRON RES LETT, V9",nan,nan,ENVIRON RES LETT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2017.07.009,"FERC FERC guidance document: Potential failure mode analysis, 2005, TECH REP",nan,nan,TECH REP,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.advwatres.2014.07.012,"Ferguson A, 1982, LAKE TURKANA REPORT",nan,nan,LAKE TURKANA REPORT,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018SW002042,"Ferguson D. C., 1985, RAM WAKE EFFECTS PLA, P349",nan,nan,RAM WAKE EFFECTS PLA,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2018SW002042,"Ferguson D. C., 2003, NASATP2003212287",nan,nan,NASATP2003212287,nan,nan,nan,nan,nan,nan
UCLA,10.1109/LGRS.2011.2155029,"Fernandes A, 2006, LECT NOTES ARTIF INT, V4265, P77",nan,nan,LECT NOTES ARTIF INT,nan,nan,nan,nan,nan,nan
UCLA,10.5194/bg-13-4065-2016,"Fernandez C, 2011, PLOS ONE, V6, P1",nan,nan,PLOS ONE,nan,nan,nan,nan,nan,nan
CUBoulder,10.3389/feart.2019.00102,"Fernandez D. E., 2017, SWOT MISSION PERFORM",nan,nan,SWOT MISSION PERFORM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/j.1475-4754.2011.00642.x,"Fernandez J., 1988, ANALES ARQUEOLOGIA E, V43",nan,nan,ANALES ARQUEOLOGIA E,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10596-014-9451-x,"Fernandez R., 2011, MULTICOMPONENT ADVEC",nan,nan,MULTICOMPONENT ADVEC,nan,nan,nan,nan,nan,nan
Berkeley,10.1080/13658816.2014.989856,"Ferrer M., 2012, IMAGE PROCESSING ANA, P383",nan,nan,IMAGE PROCESSING ANA,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2009JD012530,"FERRIANS OJ, 1969, US GEOLOGICAL SURVEY, V678, P1",nan,nan,US GEOLOGICAL SURVEY,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2013MS000282,"FERRIER BS, 1994, J ATMOS SCI, V51, P249",nan,nan,Journal of Atmospheric Science,nan,nan,nan,nan,nan,nan
UCLA,10.3354/meps11939,"Ferrier GA, BIOL B WOOD IN PRESS, V231",nan,nan,V231,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Ferrigno J. G., 1989, 1386AK US GEOL SURV",nan,nan,1386AK US GEOL SURV,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Ferrigno J. G., 2013, US GEOLOGICAL SURVEY",nan,nan,US GEOLOGICAL SURVEY,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.gca.2013.08.015,"Ferry J. M., 1994, J GEOPHYS RES, V99, P1978",nan,nan,Journal of Geophysical Research,nan,nan,nan,nan,nan,nan
CUBoulder,10.2110/jsr.2011.18,"Ferry JM, 2000, AM MINERAL, V85, P1573",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-015-2637-7,"Ferry N, 2012, MERCATOR OCEAN Q NEW, P28",nan,nan,MERCATOR OCEAN Q NEW,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/hess-16-1401-2012,"FEST (Fourmile Emergency Stabilization Team), 2010, FOURM EM STAB BURN A",nan,nan,FOURM EM STAB BURN A,nan,nan,nan,nan,nan,nan
CUBoulder,10.1007/s12145-011-0089-0,"FETTERER F, 2009, SEA ICE INDEX NATL S",nan,nan,SEA ICE INDEX NATL S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1038/s41558-018-0127-8,"Fetterer F, 2017, SEA ICE INDEX VERSIO",nan,nan,SEA ICE INDEX VERSIO,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Fetterer F., 2000, ARCTIC METEOROLOGY C",nan,nan,ARCTIC METEOROLOGY C,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Fetterer F., 2000, ARCTIC METEOROLOGY C",nan,nan,ARCTIC METEOROLOGY C,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JD027248,"Fetterer F., 2002, SEA ICE INDEX",nan,nan,SEA ICE INDEX,nan,nan,nan,nan,nan,nan
CUBoulder,nan,"Fetterer F., 2008, ARCTIC SEA ICE MELT",nan,nan,ARCTIC SEA ICE MELT,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/joc.3475,"Fettweis X, 2009, B AM METEOROL SOC, V90, pS108",nan,nan,Bulletin of the American Meteorological Society,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00484-015-1096-5,"Fiala D, 1999, J APPL PHYSIOL, V87, P1957",nan,nan,J APPL PHYSIOL,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00484-015-1096-5,"Fiala Dusan, 1998, THESIS",nan,nan,Thesis,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FIALA P, 1978, Folia Morphologica (Prague), V26, P316",nan,nan,Folia Morphologica (Prague),nan,nan,nan,nan,nan,nan
Berkeley,10.1093/gji/ggs112,"Fialko Y., 2001, GEOPHYS RES LETT, V37, P1",nan,nan,Geophysical Research Letters,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FICHTEL L., 1798, TESTACEA MICROSCOPIA",nan,nan,TESTACEA MICROSCOPIA,nan,nan,nan,nan,nan,nan
Berkeley,10.1093/gji/ggu222,"Fichtner A., 2011, FULL SEOISMIC WAVEFO",nan,nan,FULL SEOISMIC WAVEFO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"Field C. B., 2012, INT PAN CLIM CHANG S",nan,nan,INT PAN CLIM CHANG S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1080/01431161.2018.1523585,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1175/JCLI-D-18-0068.1,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2017JG004269,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.jhydrol.2017.11.042,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/jbi.13199,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/joc.6042,"Field CB, 2014, CLIMATE CHANGE 2014: IMPACTS, ADAPTATION, AND VULNERABILITY, PT A: GLOBAL AND SECTORAL ASPECTS, P1",nan,nan,CLIMATE CHANGE 2014: IMPACTS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1029/2017JD028081,"FIELD RD, 2010, J GEOPHYS RES ATMOS, V115",nan,nan,Journal of Geophysical Research: Atmospheres,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017445,"Fienen M.N., 2010, 20105159 US GEOL SUR",nan,nan,20105159 US GEOL SUR,nan,nan,nan,nan,nan,nan
UCLA,10.1021/cg401647f,"Fierens P., 1983, J CEM GONER RES, V13, P267",nan,nan,J CEM GONER RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.soildyn.2017.07.009,"Filiatrault A, 2008, MCEER080013 U BUFF S",nan,nan,MCEER080013 U BUFF S,nan,nan,nan,nan,nan,nan
CUBoulder,10.1657/1938-4246-42.4.412,"FILIPPA G, COLD REGION IN PRESS",nan,nan,,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"Filipsson H. L, 2004, REV PALAEOBOT PALYNO, V128, P141",nan,nan,REV PALAEOBOT PALYNO,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s00410-013-0873-6,"Finch RJ, 2001, AM MINERAL, V86, P681",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
Berkeley,10.1111/j.1365-2699.2011.02645.x,"Fine PVA, 2005, EVOLUTION, V59, P1464",nan,nan,EVOLUTION,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FINGER K. L., 1992, SPECIAL PUBLICATION, V29",nan,nan,SPECIAL PUBLICATION,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FINGER K.L., 1990, SPECIAL PUBLICATION, V28",nan,nan,SPECIAL PUBLICATION,nan,nan,nan,nan,nan,nan
UCLA,10.1029/2012JE004118,"FINK HH, 1988, ASTRON ASTROPHYS, V193, P345",nan,nan,ASTRON ASTROPHYS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1093/gji/ggx263,"Finlay C. C., 2011, DYNAMOS LECT NOTES H, V88, P403",nan,nan,DYNAMOS LECT NOTES H,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Finlay H. J., 1939, Transactions and Proceedings of the Royal Society of New Zealand, V68, P504",nan,nan,Transactions and Proceedings of the Royal Society of New Zealand,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Finlay H. J., 1939, Transactions and Proceedings of the Royal Society of New Zealand, V69, P309",nan,nan,Transactions and Proceedings of the Royal Society of New Zealand,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Finlay H. J., 1939, Transactions and Proceedings of the Royal Society of New Zealand, V69, P89",nan,nan,Transactions and Proceedings of the Royal Society of New Zealand,nan,nan,nan,nan,nan,nan
Berkeley,nan,"Finlay H. J., 1940, Transactions and Proceedings of the Royal Society of New Zealand, V69, P448",nan,nan,Transactions and Proceedings of the Royal Society of New Zealand,nan,nan,nan,nan,nan,nan
Berkeley,nan,"FINLAY HJ, 1947, NZ J SCI TECHNOLOGY, V28, P259",nan,nan,NZ J SCI TECHNOLOGY,nan,nan,nan,nan,nan,nan
UCLA,10.3390/w10020117,"Finlayson B, 2011, WATER LIFE CIVILISAT, P191",nan,nan,WATER LIFE CIVILISAT,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.rse.2011.07.006,"FINLAYSON M, 2010, BEH SECR RAMS CONV",nan,nan,BEH SECR RAMS CONV,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2017.12.019,"FINLAYSONPITTS BJ, 1993, J AIR WASTE MANAGE, V43, P1091",nan,nan,J AIR WASTE MANAGE,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/acp-16-7623-2016,"FINLAYSONPITTS BJ, 1999, CHEM UPPER LOWER ATM",nan,nan,CHEM UPPER LOWER ATM,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2014WR015963,"Finley A. O., 2013, SPBAYES UNIVARIATE M",nan,nan,SPBAYES UNIVARIATE M,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2014.08.012,"FINLEY KJ, 1990, ARCTIC, V43, P137",nan,nan,ARCTIC,nan,nan,nan,nan,nan,nan
Houston,10.1007/s11001-019-09379-5,"Finn C. A., 2001, LEADING EDGE, V20, P870",nan,nan,LEADING EDGE,nan,nan,nan,nan,nan,nan
Houston,10.1016/j.orggeochem.2018.07.007,"Finn T.M., 2005, PETROLEUM SYSTEMS GE, VDDS-69-D",nan,nan,PETROLEUM SYSTEMS GE,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.epsl.2013.10.035,"Finn T.M., 2010, USGS DIGITAL DATA SE",nan,nan,USGS DIGITAL DATA SE,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017445,"Finsterle S, 2012, T ASABE, V55, P1275",nan,nan,T ASABE,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"Finsterle S., 1999, LBNL40040",nan,nan,LBNL40040,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016GL070204,"Fioletov V. E., 2016, ATMOS CHEM PHYS DISC, V2016, P1, DOI [DOI 10.5194/ACP-2016-417, 10.5194/acp-2016-417]",10.5194/ACP-2016-417,A global catalogue of large SO&lt;sub&gt;2&lt;/sub&gt; sources and emissions derived from the Ozone Monitoring Instrument,ATMOS CHEM PHYS DISC,2016,nan,nan,nan,nan,nan
Berkeley,10.1111/maps.12936,"Fioretti A. M., 2017, 48 LUN PLAN SCI C CD",nan,nan,48 LUN PLAN SCI C CD,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agwat.2014.09.003,"FIREMAN MILTON, 1939, SOIL SCI SOC AMER PROC, V4, P71",nan,nan,SOIL SCI SOC AMER PROC,nan,nan,nan,nan,nan,nan
Berkeley,10.1086/677046,"Firestone R. B., 2009, J COSMOL, V2, P256",nan,nan,J COSMOL,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.quaint.2011.01.015,"Firsov L.V., 1982, PROBLEMY STRATIGRAFI, P96",nan,nan,PROBLEMY STRATIGRAFI,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/aacb3d,"Fischbach J., 2017, REDUCING COASTAL FLO",nan,nan,REDUCING COASTAL FLO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1088/1748-9326/aaeae7,"Fischer G, 2012, GLOBAL AGROECOLOGICA",nan,nan,GLOBAL AGROECOLOGICA,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011JC007213,"FISCHER H.B, 1979, MIXING INLAND COASTA",nan,nan,MIXING INLAND COASTA,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-14-8343-2014,"Fischer ML, 2007, EARTH INTERACT, V11",nan,nan,EARTH INTERACT,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.agrformet.2017.11.003,"Fischer ML, 2007, EARTH INTERACT, V11",nan,nan,EARTH INTERACT,nan,nan,nan,nan,nan,nan
UCLA,10.5194/cp-14-1819-2018,"Fischer T. P., 2016, NAT GEOSCI, DOI [10.1038/NGE02622, DOI 10.1038/NGE02622]",10.1038/NGE02622,nan,NAT GEOSCI,nan,nan,nan,nan,nan,nan
UCLA,10.1002/jqs.1307,"FISCHLIN A, 2007, CLIMATE CHANGE 2007, P211",nan,nan,CLIMATE CHANGE 2007,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR011016,"Fishburn P.C., 1970, UTILITY THEORY DECIS",nan,nan,UTILITY THEORY DECIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.quascirev.2016.02.010,"FISHER DA, 1996, [No title captured], P297",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1111/maps.12148,"FISHER GW, 1969, AM MINERAL, V54, P741",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-17-7605-2017,"FISHER M, 1995, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.watres.2015.06.043,"Fisher M. B., 2012, WATER RES OXF, V46",nan,nan,WATER RES OXF,nan,nan,nan,nan,nan,nan
CUBoulder,10.5194/acp-19-407-2019,"Fisher M., 1995, ESTIMATING COVARIANC, V220",nan,nan,ESTIMATING COVARIANC,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jvolgeores.2016.04.018,"FISHER RV, 1984, PYROCLASTIC ROCKS",nan,nan,PYROCLASTIC ROCKS,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.seares.2009.11.006,"FISHER TR, 1998, COASTAL SHELF SCI, V27, P61",nan,nan,COASTAL SHELF SCI,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jconhyd.2012.09.007,"FISHMAN MJ, 1989, TECHNIQUES WATER RES, V5, pCHA1",nan,nan,TECHNIQUES WATER RES,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.atmosenv.2011.02.062,"Fisk J.W., 2000, P HLTH BUILD AUG 6 1",nan,nan,P HLTH BUILD AUG 6 1,nan,nan,nan,nan,nan,nan
CUBoulder,10.5942/jawwa.2014.106.0128,"Fiske P.S., 2011, OPFLOW, V37, P22",nan,nan,OPFLOW,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.watres.2013.11.037,"FITCH B, 1962, T SOC MIN ENG, V223, P129",nan,nan,T SOC MIN ENG,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.wace.2015.11.007,"Fite Gilbert C., 1964, AM AGR FARM POLICY 1",nan,nan,AM AGR FARM POLICY 1,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jvolgeores.2015.06.007,"Fitterman D. V., 1983, GEOPHYSICS, V4, P171",nan,nan,GEOPHYSICS,nan,nan,nan,nan,nan,nan
UCLA,10.1016/j.jvolgeores.2015.06.007,"Fittermann D. V., 1979, J GEOPHYS RES, V84, P6",nan,nan,Journal of Geophysical Research,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.tecto.2012.06.023,"FITZ GERALD JD, 1986, AM MINERAL, V71, P1399",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
Berkeley,10.1016/j.jsg.2014.07.021,"FITZ GERALD JD, 1986, AM MINERAL, V71, P1399",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2016GL069087,"Fitzgerald P. G., 2005, ANT CLOS MILL P 8 IN, P453",nan,nan,ANT CLOS MILL P 8 IN,nan,nan,nan,nan,nan,nan
Houston,10.1007/s00024-019-02207-2,"Fjar E, 2008, PETROLEUM RELATED RO",nan,nan,PETROLEUM RELATED RO,nan,nan,nan,nan,nan,nan
Berkeley,10.1029/2011WR010829,"FLAMMER GH, 1970, J HYDRAUL DIV AM SOC, V96, P1485",nan,nan,J HYDRAUL DIV AM SOC,nan,nan,nan,nan,nan,nan
Berkeley,10.5194/bg-9-3083-2012,"FLANAGAN LB, 2005, STABLE ISOTOPES BIOS",nan,nan,STABLE ISOTOPES BIOS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1111/geb.12410,"FLANNERY T, 1990, [No title captured]",nan,nan,[No title captured],nan,nan,nan,nan,nan,nan
UCLA,10.3390/geosciences6030037,"Flato F., 2013, CLIM CHANG 2013 PHYS",nan,nan,CLIM CHANG 2013 PHYS,nan,nan,nan,nan,nan,nan
UCLA,10.1038/NCLIMATE3418,"Flato G, 2014, CLIMATE CHANGE 2013: THE PHYSICAL SCIENCE BASIS, P741",nan,nan,CLIMATE CHANGE 2013: THE PHYSICAL SCIENCE BASIS,nan,nan,nan,nan,nan,nan
CUBoulder,10.1002/2016EF000379,"Flato G., 2013, CLIMATE CHANGE 2013",nan,nan,CLIMATE CHANGE 2013,nan,nan,nan,nan,nan,nan
Berkeley,10.1175/2011BAMS2928.1,"Flechsig M., 2000, 59 PIK POTSD I CLIM",nan,nan,59 PIK POTSD I CLIM,nan,nan,nan,nan,nan,nan
CUBoulder,10.3390/min9110690,"FLEET ME, 1978, AM MINERAL, V63, P1100",nan,nan,American Mineralogist,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.asr.2015.11.004,"Flegel S., 2009, ESA",nan,nan,ESA,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015JB012559,"Fleming R.L., 1999, MAP DESCRIPTION ACTI",nan,nan,MAP DESCRIPTION ACTI,nan,nan,nan,nan,nan,nan
UCLA,10.1007/s00382-014-2067-y,"Fletcher JK, 2014, GEOSCI MODEL D UNPUB",nan,nan,GEOSCI MODEL D UNPUB,nan,nan,nan,nan,nan,nan
UCLA,10.1785/0120100001,"Fletcher R., 1964, COMPUT J, V7, P148",nan,nan,COMPUT J,nan,nan,nan,nan,nan,nan
UCLA,10.1021/cg401647f,"Fletcher R., 1987, PRACTICAL METHODS OP, V2",nan,nan,PRACTICAL METHODS OP,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10980-015-0318-x,"Flint AL, 2004, WATER SCI APPL, V9, P159",nan,nan,WATER SCI APPL,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"Flint L. E., 1998, 974243 US GEOL SURV",nan,nan,974243 US GEOL SURV,nan,nan,nan,nan,nan,nan
Berkeley,10.1002/2015WR017641,"FLINT LE, 1995, 954035 US GEOL SURV",nan,nan,954035 US GEOL SURV,nan,nan,nan,nan,nan,nan
Berkeley,10.1007/s10980-015-0318-x,"Flint LE, 2014, CALIFORNIA BASIN CHA, DOI [10.5066/F76T0JPB, DOI 10.5066/F76T0JPB]",10.5066/F76T0JPB,nan,CALIFORNIA BASIN CHA,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.pocean.2011.02.001,"FLINT MV, 1989, QUANTITATIVE DISTRIB, P315",nan,nan,QUANTITATIVE DISTRIB,nan,nan,nan,nan,nan,nan
CUBoulder,10.2166/wst.2016.467,"FloHawks Plumbing & Septic Inc, 2015, RAIN SEAS IS HER DO",nan,nan,RAIN SEAS IS HER DO,nan,nan,nan,nan,nan,nan
CUBoulder,10.1016/j.asr.2015.11.004,"Flohrer T, 2014, 1 EUR SPAC OP CTR, V1",nan,nan,1 EUR SPAC OP CTR,nan,nan,nan,nan,nan,nan
